Project:,Great Smoky Mountains Postcards Supplement,Lead:,Anne Bridges,Metadata creator:,TBD,Date:,7/1/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scan_note,local_note,adminDB object identifer,adminDB file identifier (side 1),adminDB file identifier (side 2),identifier_local,title,abstract,abstract 2,date_text,collection,collection_identifier,shelf_locator,extent,form,language,name,name_role,name 2,name_role 2,name 3,name_role 3,publisher,place_of_origin,subject_geographic_lc,subject_geographic_lc 2,subject_geographic_lc 3,subject_geographic_lc 4,subject_geographic_dots,subject_geographic_dots 2,subject_geographic_dots 3,subject_geographic_dots 4,subject_geographic_dots 5,subject_name,subject_name 2,subject_topical_lc,subject_topical_lc 2,subject_topical_lc 3,subject_topical_lc 4,subject_topical_dots,subject_topical_dots 2,subject_topical_dots 3,subject_topical_dots 4,project_title,repository,rights,public_note
,,,0012_003786_001165_0001,0012_003786_001165_0002,,"Busy Person's Correspondence Card Parking Area at Newfound Gap Highway, Great Smoky Mountains National Park (248)",Unused postcard,The Great Smoky Mountains National Park is one of the newest of our national playgrounds. In the park are to be found the most majestic mountains in the East and the greatest variety of trees and plants in an equal area in the World. Fine paved highways lead through the Park and trails lead to the more inaccessible parts of the region,Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,,,,,W. M. Cline Co.,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Newfound Gap,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_001166_0001,0012_003786_001166_0002,,"Newfound Gap Parking Area, Great Smoky Mountains National Park (W-4)",Unused postcard,"Newfound Gap, elevation 5045 feet, is where the road of the same name crosses the main chain of the Great Smokies. There is ample room for parking hundreds of cars in this high gap. At the right is seen the starting point of the impressive Skyway, highly scenic park road, that swings gracefully near the crest of the mountain and climbs gently to an elevation of 6311 feet, near the top of 6642 foot Clingmans Dome - highest peak in the park. A glimpse of this peak is seen in the left background",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Genuine Curteich,Creator,Thompsons Inc.,Photographer,,,Genuine Curteich,Chicago (Ill.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Newfound Gap,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_001167_0001,0012_003786_001167_0002,,Straight ahead is Newfound Gap Parking Area,Unused postcard,"The mighty Smokies range is crossed near its center by the trans-park highway at Newfound Gap, where travelers enjoy some of the most thrilling scenery in America. Only through bus service actually crossing the heart of the Park is Smoky Mountain Trailways, connecting at Asheville, Knoxville, Chattanooga, and Atlanta with other bus services. In buying a north-south or east-west ticket, ask your agent to route your trip through the heart of the Great Smoky Mountains National Park, on comfortable Trailways busses",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Stephens Press,Creator,,,,,Stephens Press,Asheville (N. C.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Newfound Gap,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_001168_0001,0012_003786_001168_0002,,Break of Day as seen from New-Found Gap Great Smoky Mountains National Park (906),Unused postcard,,Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Asheville Post Card Co.,Creator,,,,,Asheville Post Card Co.,Asheville (N. C.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Newfound Gap,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_001169_0001,0012_003786_001169_0002,,"Parking Grounds at Newfound Gap, Great Smoky Mountains National Park (207)",Unused postcard,"There is ample room for several hundred cars to park in this Gap, 5,045 feet above sea level, and a splendid view of the mountains, can be seen from here",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Standard News Agency,Creator,"Thompsons, Inc.",Photographer,,,Standard News Agency,Knoxville (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Newfound Gap,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_001170_0001,0012_003786_001170_0002,,Newfound Gap - Elevation 5040 Feet Great Smoky Mountain Natl. Park (1-I-97),Unused postcard,,1937,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Cline Studio,Creator,W. M. Cline,Photographer,,,Cline Studio,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Newfound Gap,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_001171_0001,0012_003786_001171_0002,,Sky Line New Found Gap Great Smoky Mt. Nat. Park,Unused postcard,,Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Unlisted,,,,,,Unlisted,Unlisted,Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Newfound Gap,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_001172_0001,0012_003786_001172_0002,,"Newfound Gap, Great Smoky Mountains National Park (2)",Unused postcard,Newfound Gap - El. 5045 Ft. - Where the Highway crosses the Tennessee - North Carolina State Line and the main ridge of the Great Smoky Mountains. Here the tourist may witness a series of far reaching vistas,Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,E. E. Exline,Creator,,,,,E. E. Exline,Gatlinburg (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Newfound Gap,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_001173_0001,0012_003786_001173_0002,,"Newfound Gap Parking Area, Great Smoky Mountains National Park (GS-81)",Unused postcard,"This large parking area is on top of the main range of the Great Smoky Mountains on the North Carolina-Tennessee State Line. It is the highest point on the Transmountain Highway being 5045 feet above sea level. At the far end of the parking area is the stone terrace memorial to Laura Spelman Rockefeller, whose son John D. Rockefeller, Jr. matched the money raised through donations and public funds to buy land for the Park",1956,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,Walter Cline,Photographer,,,W. M. Cline Co.,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Newfound Gap,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_001174_0001,0012_003786_001174_0002,,Mid-Winter at Newfound Gap - Great Smoky Mountains National Park (GS-253),Unused postcard,,Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,Walter Cline,Photographer,,,W. M. Cline Co.,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Newfound Gap,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_001175_0001,0012_003786_001175_0002,,"The Parking Area at Newfound Gap, in Great Smoky Mountains National Park",Unused postcard,"This point marks the Tenn.-N.C. boundary, with excellent views looking into North Carolina or Tennessee",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Adams Specialty Co.,Creator,,,,,Adams Specialty Co.,Nashville (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Newfound Gap,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_001176_0001,0012_003786_001176_0002,,Newfound Gap Great Smoky Mountains National Park,Unused postcard,"Newfound Gap is at the top of the main range of the Great Smoky Mountains, at the North Carolina-Tennessee State Line. With an elevation of 5,045 feet, it is the highest point on the transmountain highway, U. S. 441",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,James S. Bryant Industries,Creator,,,,,James S. Bryant Industries,Orangeburg (S.C.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Newfound Gap,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_001177_0001,0012_003786_001177_0002,,View from Newfound Gap into North Carolina - Great Smoky Mountains National Park (GS-444),Unused postcard,From this major parking overlook on U. S. 441 at the top of the main range of the Smokies majestic views of mountain ranges in North Carolina unfold before the visitor. In the distance are the Balsams and to the right U. S. 441 is seen descending into North Carolina,1968,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,Walter Cline,Photographer,,,W. M. Cline Co.,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Newfound Gap,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_001178_0001,0012_003786_001178_0002,,Newfound Gap Parking Area - Great Smoky Mountains National Park (GS-9),Unused postcard,"This large parking area is on top of the main range of the Great Smoky Mountains on the North Carolina-Tennessee State line. It is the highest point on the Transmountain Highway U. S. 441 the elevation being 5045 feet above sea level. To the left may be seen Clingmans Dome the highest peak in the Park, and it is from here that the Clingmans Dome Highway begins",1955,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,Walter Cline,Photographer,,,W. M. Cline Co.,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Newfound Gap,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_001179_0001,0012_003786_001179_0002,,"The Parking Area at Newfound Gap, Great Smoky Mountains National Park, Elevation over 5,000 ft.","Handwritten note sent to Mrs. A. Nicholls in Montreal, Canada on April 9, 1958 for a postage of 3 cents.",This point marks the Tennessee-North Carolina boundary.,1958,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Adams Specialty Co.,Creator,,,,,Adams Specialty Co.,Nashville (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Newfound Gap,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_001180_0001,0012_003786_001180_0002,,Looking into Tennessee from Newfound Gap - Great Smoky Mountains National Park (GS-227),Unused postcard,At Newfound Gap U.S. 441 reaches its highest point in the Smokies and the visitor is afforded magnificent views into both Tennessee and North Carolina. At the right may be seen Mt. LeConte one of the main peaks of the Great Smokies,1962,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,Gene Aiken,Photographer,,,W. M. Cline Co.,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Newfound Gap,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_001181_0001,0012_003786_001181_0002,,"Newfound Gap, N.C.-Tenn. Great Smoky Mountains",Unused postcard,"The parking area at Newfound Gap is an objective of all visitors to the Great Smoky Mountains National Park. Roads lead from here to Clingman's Dome, Cherokee, and Gatlinburg",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Hugh Morton,Creator,,,,,Hugh Morton,Linville (N.C.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Newfound Gap,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_001182_0001,0012_003786_001182_0002,,Newfound Gap Parking Area - Great Smoky Mountains National Park (GS-442),Unused postcard,"This large parking area is on top of the main range of the Great Smoky Mountains on the North Carolina-Tennessee State line. It is the highest point on the Trans-mountain Highway U.S. 441 the elevation being 5045 feet above sea level. To the left may be seen Clingmans Dome the highest peak in the Park, and it is from here that the Clingmans Dome Highway begins",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,Walter Cline,Photographer,,,W. M. Cline Co.,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Newfound Gap,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_001183_0001,0012_003786_001183_0002,,"Newfound Gap the Great Smoky Mountains National Park near Knoxville, Tenn.",Unused postcard,"Newfound Gap, elevation 5045 feet, is where the road of the same name crosses the chain of the Great Smokies. At the right is seen the starting point of the impressive Skyway, highly scenic park road, that swings gracefully near the crest of the mountain and climbs gently to an elevation of 6311 feet, near the top of 6642 foot Clingmans Dome - highest peak in the park. A glimpse of this peak is seen in the left background. At the left or straight ahead the road extends down in North Carolina",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Thompson's Incorporated,Creator,Jim Thompson,Photographer,,,Thompson's Incorporated,Knoxville (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Newfound Gap,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_001184_0001,0012_003786_001184_0002,,Air View of Newfound Gap - Great Smoky Mountains National Park (GS-224),Unused postcard,Atop the main range of the Great Smokies the visitor is afforded spectacular views into both North Carolina and Tennessee. This view is made looking into North Carolina,1962,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,Gene Aiken,Photographer,,,W. M. Cline Co.,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Newfound Gap,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_001185_0001,0012_003786_001185_0002,,Air View of Newfound Gap - Great Smoky Mountains National Park (GS-223),Unused postcard,Atop the main range of the Great Smokies the visitor is afforded spectacular views into both Tennessee and North Carolina. This view is looking toward the highway descending into North Carolina,1962,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,Gene Aiken,Photographer,,,W. M. Cline Co.,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Newfound Gap,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_001186_0001,0012_003786_001186_0002,,Newfound Gap Parking Area Great Smoky Mountains National Park (K-14),Unused postcard,"This large parking area is on top of the main range of the Great Smoky Mountains on the North Carolina-Tennessee State line. It is the highest point on the Transmountain Highway U. S. 441, the elevation being 5,045 feet above sea level. To the left may be seen Clingmans Dome, the highest peak in the Park, and it is from here that the Clingmans Dome Highway Begins",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Curteichcolor,Creator,,,,,Curteichcolor,Chicago (Ill.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Newfound Gap,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_001187_0001,0012_003786_001187_0002,,Air View of Newfound Gap - Where U.S. 441 Crosses the Main Range of the Smoky Mountains at an Elevation of 5048 Feet - Great Smoky Mountains National Park (GS-480),Unused postcard,"This view, looking into Tennessee, shows Mt. LeConte in the distance",1969,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,Walter Cline,Photographer,,,W. M. Cline Co.,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Newfound Gap,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_001188_0001,0012_003786_001188_0002,,"Newfound Gap, N.C.-Tenn. Great Smoky Mountains Park","Handwritten note sent to Mrs. M. M. Boyd in Fort Myers, Florida on July 31, 1963 for a postage of 4 cents.","Newfound Gap is the hub of the Great Smoky Mountains National Park, with roads leading from this point to Cherokee, Clingman's Dome, and Gatlinburg.",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Hugh Morton,Creator,,,,,Hugh Morton,Linville (N.C.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Newfound Gap,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_001189_0001,0012_003786_001189_0002,,"Oconaluftee Indian Village Cherokee, North Carolina (CM-31)",Unused postcard,"A re-created 200-year-old Cherokee Indian community where the visitor can see what life was like before the white man tamed the American wilderness. This is one of the earliest known types of Cherokee home, a structure of woven river cane and covered with clay. The village is open daily from May through October",1955,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,Walter Cline,Photographer,,,W. M. Cline Co.,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Cherokee (N.C.),,,Cherokee (N.C.),Oconaluftee,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_001190_0001,0012_003786_001190_0002,,View from Newfound Gap into North Carolina - Great Smoky Mountains National Park (GS-281),"Handwritten note sent to Mr. and Mrs. Franklin Field in Montague, Massachusetts on October 29, 1971 for a postage of 6 cents.",Below may be seen the Oconaluftee Valley in the Cherokee Indian Reservation. In the distance is the high Balsam Mountain Range along which the Blue Ridge Parkway travels.,1963,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,Walter Cline,Photographer,,,W. M. Cline Co.,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Cherokee (N.C.),,,Cherokee (N.C.),Oconaluftee,Newfound Gap,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_001191_0001,0012_003786_001191_0002,,View from Newfound Gap - Great Smoky Mountains National Park (GS-61),Unused postcard,This scene is looking east into North Carolina from the parking area on top of the main range of the Great Smokies. Below is the Oconaluftee Valley and in the distance may be seen the high mountain range called the Balsams along which the Blue Ridge Parkway travels,1955,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,Walter Cline,Photographer,,,W. M. Cline Co.,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Cherokee (N.C.),,,Cherokee (N.C.),Oconaluftee,Newfound Gap,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_001192_0001,0012_003786_001192_0002,,View from Newfound Gap into North Carolina - Great Smoky Mountains National Park (GS-281),Unused postcard,Below may be seen the Oconaluftee Valley in the Cherokee Indian Reservation. In the distance is the high Balsam Mountain Range along which the Blue Ridge Parkway travels,1963,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,Walter Cline,Photographer,,,W. M. Cline Co.,Gatlinburg (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Cherokee (N.C.),,,Cherokee (N.C.),Oconaluftee,Newfound Gap,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_001193_0001,0012_003786_001193_0002,,Pioneer Farmstead - Great Smoky Mountains National Park,Unused postcard,"The house, one of the largest and finest log dwellings in the mountains was built in 1901 by John Davis on his property near the top of Thomas Divide. Also shown are the Wood House, and Apple House",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,,,,,W. M. Cline Co.,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Cherokee (N.C.),,,Cherokee (N.C.),Oconaluftee,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_001194_0001,0012_003786_001194_0002,,Pioneer Farmstead - Great Smoky Mountains National Park (GS-54),Unused postcard,"This exhibit is near the Oconaluftee Ranger Station near the Cherokee, N. C. entrance to the Park",1955,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,Walter Cline,Photographer,,,W. M. Cline Co.,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Cherokee (N.C.),,,Cherokee (N.C.),Oconaluftee,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_001195_0001,0012_003786_001195_0002,,Pioneer Farmstead - Great Smoky Mountains National Park,Unused postcard,"The Spring House at left was the refrigerator of the early settlers. The Bee Gums are made from hollow boles of mature blackgrum trees. The Barn, Tool Shed, Corn Crib and Apple House are also shown",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,,,,,W. M. Cline Co.,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Cherokee (N.C.),,,Cherokee (N.C.),Oconaluftee,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_001196_0001,0012_003786_001196_0002,,Pioneer Farmstead - Great Smoky Mountains National Park,Unused postcard,"The Barn stands on its original site. It is one of the largest barns in the Great Smoky Mountains. Livestock driven from North Carolina into Tennessee, or reverse were rested here before or after, traversing this long and difficult route. The Pig Pen is near the barn",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,,,,,W. M. Cline Co.,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Cherokee (N.C.),,,Cherokee (N.C.),Oconaluftee,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_001197_0001,0012_003786_001197_0002,,"Pioneer Cabin, Visitors Center, Pioneer Museum, Great Smoky Mountains National Park, Cherokee, N. C.",Unused postcard,,Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,,,,,W. M. Cline Co.,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Cherokee (N.C.),,,Cherokee (N.C.),Oconaluftee,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_001198_0001,0012_003786_001198_0002,,"East from Newfound Gap, Ele. 5010 Ft (1-I-67)",Unused postcard,"Showing the Oconalufty Valley and the Balsam Mts. in N. Carolina Great Smoky Mt's. National Park ""An Unusual Photograph made with the Invisible Infra Red Rays.""",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Cline Studios,Creator,,,,,Cline Studios,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Cherokee (N.C.),,,Cherokee (N.C.),Oconaluftee,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_001199_0001,0012_003786_001199_0002,,Oconoluftee Valley and Highway - Seen from Newfound Gap - Great Smoky Mountains National Park (1-I-275),"Handwritten note sent to Mrs. F. C. Ives in Rutland, Vermont on May 3, 1930 for a postage of 1 cent.",,1930,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,,,,,W. M. Cline Co.,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Cherokee (N.C.),,,Cherokee (N.C.),Oconaluftee,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_001200_0001,0012_003786_001200_0002,,Newfound Gap Highway Winding through Oconaluftee Gorge. Great Smoky Mountains National Park (N-737),Unused postcard,,Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Asheville Post Card Co.,Creator,,,,,Asheville Post Card Co.,Asheville (N. C.),Great Smoky Mountains (N.C. and Tenn.),Cherokee (N.C.),,,Cherokee (N.C.),Oconaluftee,Newfound Gap,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
